name,from_date,to_date,from_price,to_price,trend
SINGER,2022-12-23,2022-12-23,27.75,27.75,
SINGER,2022-12-26,2022-12-30,28.25,28.75,Upward
SINGER,2023-01-03,2023-01-06,28.5,27.0,Downward
SINGER,2023-01-09,2023-01-09,29.75,29.75,Upward
SINGER,2023-01-10,2023-01-10,29.25,29.25,Downward
