name,year,quarter,published,market
KTC,2022,4,"Fri, 10 Feb 2023 19:33:35 +0700",SET50 / SETTHSI
GGC,2022,4,"Fri, 10 Feb 2023 19:07:36 +0700",sSET
SCCC,2022,4,"Fri, 10 Feb 2023 18:56:28 +0700",SETCLMV / SETTHSI
TPIPP,2022,4,"Fri, 10 Feb 2023 18:39:46 +0700",SET
GPSC,2022,4,"Fri, 10 Feb 2023 18:35:41 +0700",SET50 / SETTHSI
INTUCH,2022,4,"Fri, 10 Feb 2023 17:53:03 +0700",SET50 / SETCLMV / SETHD / SETTHSI
EPG,2022,3,"Fri, 10 Feb 2023 17:51:06 +0700",SET100 / SETTHSI
TOP,2022,4,"Fri, 10 Feb 2023 17:49:21 +0700",SET50 / SETCLMV / SETTHSI
INOX,2022,4,"Fri, 10 Feb 2023 17:21:43 +0700",SET
KYE,2022,3,"Fri, 10 Feb 2023 17:16:58 +0700",SET
PTTEP,2022,4,"Fri, 10 Feb 2023 17:12:50 +0700",SET50 / SETCLMV / SETHD / SETTHSI
PSL,2022,4,"Fri, 10 Feb 2023 17:02:44 +0700",SET100
AOT,2022,1,"Fri, 10 Feb 2023 17:01:34 +0700",SET50 / SETTHSI / SETWB
MC,2022,2,"Fri, 10 Feb 2023 08:08:24 +0700",sSET
