name,year,quarter,published,market
SC,2022,4,"Thu, 16 Feb 2023 21:52:34 +0700",sSET / SETTHSI
S11,2022,4,"Thu, 16 Feb 2023 20:11:07 +0700",sSET
AIT,2022,4,"Thu, 16 Feb 2023 18:49:06 +0700",sSET
PTT,2022,4,"Thu, 16 Feb 2023 18:35:56 +0700",SET50 / SETCLMV / SETHD / SETTHSI
GULF,2022,4,"Thu, 16 Feb 2023 17:58:26 +0700",SET50 / SETCLMV / SETTHSI
SVI,2022,4,"Thu, 16 Feb 2023 17:14:00 +0700",SET
LPN,2022,4,"Thu, 16 Feb 2023 13:03:23 +0700",sSET / SETTHSI
PDG,2022,4,"Thu, 16 Feb 2023 08:24:39 +0700",mai
BH,2022,4,"Thu, 16 Feb 2023 08:22:23 +0700",SET50 / SETCLMV / SETWB
DRT,2022,4,"Thu, 16 Feb 2023 08:05:33 +0700",sSET / SETCLMV / SETTHSI
SKR,2022,4,"Thu, 16 Feb 2023 08:00:41 +0700",SET
THANI,2022,4,"Thu, 16 Feb 2023 07:40:05 +0700",SET100 / SETHD / SETTHSI
