name,year,quarter,published,market
TKS,2022,4,"Thu, 23 Feb 2023 21:57:08 +0700",sSET
PREB,2022,4,"Thu, 23 Feb 2023 21:23:55 +0700",SET
KBANK,2022,4,"Thu, 23 Feb 2023 21:18:03 +0700",SET50 / SETCLMV / SETTHSI
BAM,2022,4,"Thu, 23 Feb 2023 20:33:00 +0700",SET100
SYNEX,2022,4,"Thu, 23 Feb 2023 20:08:06 +0700",SET100 / SETTHSI
ASW,2022,4,"Thu, 23 Feb 2023 20:03:05 +0700",sSET
PTG,2022,4,"Thu, 23 Feb 2023 19:54:59 +0700",SET100 / SETHD / SETTHSI
M,2022,4,"Thu, 23 Feb 2023 19:51:57 +0700",SETWB
ANAN,2022,4,"Thu, 23 Feb 2023 19:50:50 +0700",sSET
BBL,2022,4,"Thu, 23 Feb 2023 18:54:43 +0700",SET50 / SETHD / SETTHSI
PAP,2022,4,"Thu, 23 Feb 2023 18:46:16 +0700",sSET
MAJOR,2022,4,"Thu, 23 Feb 2023 18:44:53 +0700",SET100 / SETCLMV / SETTHSI
BGC,2022,4,"Thu, 23 Feb 2023 18:40:25 +0700",sSET / SETCLMV / SETTHSI
BA,2022,4,"Thu, 23 Feb 2023 18:27:56 +0700",SETWB
LHFG,2022,4,"Thu, 23 Feb 2023 18:13:49 +0700",SET
MEGA,2022,4,"Thu, 23 Feb 2023 18:13:36 +0700",SET100 / SETCLMV / SETWB
WHAUP,2022,4,"Thu, 23 Feb 2023 17:39:30 +0700",sSET / SETTHSI
TYCN,2022,4,"Thu, 23 Feb 2023 17:24:12 +0700",SET
THG,2022,4,"Thu, 23 Feb 2023 17:23:35 +0700",SETCLMV / SETWB
ECL,2022,4,"Thu, 23 Feb 2023 17:22:53 +0700",SET
SAT,2022,4,"Thu, 23 Feb 2023 17:17:03 +0700",sSET / SETTHSI
WHA,2022,4,"Thu, 23 Feb 2023 17:11:44 +0700",SET100 / SETHD / SETTHSI
UTP,2022,4,"Thu, 23 Feb 2023 17:07:03 +0700",sSET / SETCLMV
ASP,2022,4,"Thu, 23 Feb 2023 17:06:48 +0700",sSET
TSE,2022,4,"Thu, 23 Feb 2023 17:04:40 +0700",sSET
CPALL,2022,4,"Thu, 23 Feb 2023 17:01:23 +0700",SET50 / SETTHSI / SETWB
KKP,2022,4,"Thu, 23 Feb 2023 13:09:06 +0700",SET100 / SETCLMV / SETHD / SETTHSI
BAY,2022,4,"Thu, 23 Feb 2023 13:05:55 +0700",SET
SCC,2022,4,"Thu, 23 Feb 2023 12:55:49 +0700",SET50 / SETCLMV / SETHD / SETTHSI
TISCO,2022,4,"Thu, 23 Feb 2023 12:46:13 +0700",SET50 / SETHD / SETTHSI
BJC,2022,4,"Thu, 23 Feb 2023 08:54:00 +0700",SETCLMV / SETTHSI / SETWB
PCSGH,2022,4,"Thu, 23 Feb 2023 08:41:38 +0700",SET
CPN,2022,4,"Thu, 23 Feb 2023 08:30:50 +0700",SET50 / SETTHSI
COM7,2022,4,"Thu, 23 Feb 2023 08:28:52 +0700",SET100 / SETTHSI / SETWB
MINT,2022,4,"Thu, 23 Feb 2023 08:01:38 +0700",SET50 / SETCLMV / SETTHSI / SETWB
BEM,2022,4,"Thu, 23 Feb 2023 07:13:43 +0700",SET50 / SETTHSI / SETWB
