name,year,quarter,published,market
TIPCO,2022,4,"Mon, 20 Feb 2023 21:43:03 +0700",sSET
RJH,2022,4,"Mon, 20 Feb 2023 21:27:10 +0700",sSET
CPNCG,2022,4,"Mon, 20 Feb 2023 21:19:11 +0700",SET
POPF,2022,4,"Mon, 20 Feb 2023 20:51:34 +0700",SET
DIF,2022,4,"Mon, 20 Feb 2023 20:42:41 +0700",SET
BCPG,2022,4,"Mon, 20 Feb 2023 20:18:04 +0700",SET100 / SETCLMV / SETHD / SETTHSI
BCP,2022,4,"Mon, 20 Feb 2023 18:59:31 +0700",SET100 / SETCLMV / SETTHSI
LPH,2022,4,"Mon, 20 Feb 2023 18:47:17 +0700",sSET
MAKRO,2022,4,"Mon, 20 Feb 2023 18:45:51 +0700",SET
CKP,2022,4,"Mon, 20 Feb 2023 18:17:11 +0700",SET100 / SETCLMV / SETTHSI
SPRIME,2022,4,"Mon, 20 Feb 2023 17:44:10 +0700",SET
JASIF,2022,4,"Mon, 20 Feb 2023 17:15:39 +0700",SET
SUPEREIF,2022,4,"Mon, 20 Feb 2023 17:12:27 +0700",SET
SIS,2022,4,"Mon, 20 Feb 2023 17:03:23 +0700",sSET
TU,2022,4,"Mon, 20 Feb 2023 13:11:13 +0700",SET50 / SETCLMV / SETHD / SETTHSI / SETWB
STA,2022,4,"Mon, 20 Feb 2023 09:26:31 +0700",SET100 / SETTHSI / SETWB
